id,type,gender,skin tone,count,accessories
2574,Turtle,Male,Rise Of The Tmnt Filippo,4,Purple Hair / Earring / Goat / Diving Mask
2577,Turtle,Male,OG Promo Donatello,5,Bandana / Eye Mask / Shadow Beard / Smile / Left Flip
2582,Turtle,Male,2003 Raphael,6,Bandana / Earring / Goat / Eye Mask / Mummy / Power Surge Radiation
2587,Turtle,Male,Og Promo Leonardo,1,Bleach Renji
2589,Turtle,Female,Mirage Amoly,4,Dark Hair / Rosy Cheeks / Knitted Cap / M Knitted Cap Gold
2592,Turtle,Male,1987 Raphael,5,Cap Forward / Earring / VR / Beam / Gold Grills
2593,Turtle,Male,Og Promo Filippo,5,Bandana / Goat / Eye Patch / Smile / Full Smile
2597,Turtle,Male,2021 Albrecht,4,Mustache / Mohawk / Eye Mask / Eyes Forward
2599,Turtle,Male,2003 Guido,3,Front Beard / Earring / Mohawk Dark
2601,Turtle,Female,Batman Talena,2,Tiara / Clown Eyes Blue
2602,Turtle,Female,Og Promo Jennika,1,Mario Bros Princess Peach
2605,Turtle,Female,2003 Selene,2,Orange Side / Clown Eyes Green
2607,Turtle,Male,2012 Filippo,3,Handlebars / Big Shades / Headband
2609,Turtle,Male,2012 Giorgione,3,Normal Beard / Knitted Cap / Regular Shades
2610,Turtle,Female,IDW Venus,5,Black Lipstick / Clown Eyes Green / Crazy Hair / Rose / Power Surge Telekinetic
2612,Turtle,Male,2021 Donatello,5,Peak Spike / Handlebars / Eye Mask / Fire Breathing Purple / Eyes Forward
2613,Turtle,Female,2021 Jennika,3,Mole / Welding Goggles / Pigtails
2618,Turtle,Female,2021 Selene,3,Clown Eyes Green / Half Shaved / Purple Lipstick
2622,Turtle,Female,2003 Venus,4,Blue Eye Shadow / Messy Hair / Gold Chain / M Cowboy Hat White
2623,Turtle,Female,2021 Selene,5,Big Shades / Wild White Hair / Purple Lipstick / Earring / Undead
2630,Turtle,Male,1987 Guido,2,Frumpy Hair / Regular Shades
2631,Turtle,Male,Idw Hans,3,Police Cap / Silver Chain / Horned Rim Glasses
2632,Turtle,Male,OG Promo Raphael,5,Frown / Earring / Mohawk Dark / Mole / Eye Mask
2634,Turtle,Female,2021 Talena,4,Red Mohawk / Purple Lipstick / Bubble / Bubblegum
2637,Turtle,Male,1987 Michaelangelo,3,Normal Beard Black / Purple Hair / Diving Mask
2638,Turtle,Female,2012 Venus,3,Bandana / Cigarette / Eye Mask
2639,Turtle,Male,1987 Giorgione,5,Bandana / Frown / Shadow Beard / Classic Shades / Pipe
2640,Turtle,Male,1987 Raphael,4,Shadow Beard / Earring / Shaved Head / Turtleman
2641,Turtle,Male,2003 Donatello,3,Cigarette / Small Shades / Cowboy Hat
2645,Turtle,Female,IDW Larota,4,Wild White Hair / Hot Lipstick / Regular Shades / Power Surge Fire
2648,Turtle,Male,Mirage Hans,1,Cartoon Network Dexter
2653,Turtle,Male,Og Promo Filippo,4,Handlebars / Earring / Horned Rim Glasses / Do-rag
2654,Turtle,Female,Rise Of The Tmnt Venus,3,Big Shades / Earring / Straight Hair Dark
2655,Turtle,Male,2003 Leonardo,5,Clown Nose / Chinstrap / Shaved Head / Ghost / Eye Mask
2659,Turtle,Female,Og Promo Larota,5,Mole / Purple Eye Shadow / Stringy Hair / Earring / Diving Mask
2660,Turtle,Female,Batman Solina,3,Clown Eyes Green / Straight Hair Blonde / Monster Hat
2662,Turtle,Male,1987 Michaelangelo,4,Luxurious Beard / Eye Patch / Mohawk Dark / Smile
2664,Turtle,Female,2003 Jennika,4,Wild White Hair / Green Eye Shadow / Purple Lipstick / Solflare
2667,Turtle,Male,Og Promo Hans,5,Cigarette / Frumpy Hair / Earring / Lava / Ushanka
2670,Turtle,Male,1987 Leonardo,6,Stringy Hair / Classic Shades / Earring / Hoodie / Laser / Purple Hair
2671,Turtle,Male,Idw Raphael,3,Headband / Small Shades / Open Mouth Full Teeth
2676,Turtle,Female,Og Promo Azuria,3,Tiara / Open Mouth Four Teeth / Vomit Clear
2679,Turtle,Male,Batman Albrecht,6,Goat / Shaved Head / Eye Mask / Pirate / Vomit Clear / Eyes Forward
2683,Turtle,Male,2003 Filippo,3,Peak Spike / Front Beard Dark / Diving Mask
2685,Turtle,Male,Mirage Leonardo,6,Normal Beard Black / Purple Hair / Eye Mask / Viking / Mummy / Power Surge Radiation
2686,Turtle,Female,2021 Venus,4,Blonde Bob / Clown Eyes Blue / Goblin / Petalburn
2687,Turtle,Male,Batman Leonardo,5,Bandana / Big Shades / Mustache / Mole / Bubblegum
2689,Turtle,Male,2021 Raphael,3,Normal Beard Black / Earring / Lava
2693,Turtle,Male,2012 Leonardo,5,Snowman / Frumpy Hair / Smile / Pizza / Viking
2695,Turtle,Male,1987 Raphael,4,Normal Beard Black / Do-rag / Small Shades / Yellow Duck
2696,Turtle,Female,Idw Zamira,4,Mohawk / Regular Shades / Purple Lipstick / Open Mouth Full Teeth
2700,Turtle,Female,2012 Larota,3,Messy Hair / Big Shades / Purple Lipstick
2702,Turtle,Male,2012 Michaelangelo,5,Shadow Beard / Wild Hair / Eye Patch / Smile / Smile Tounge Out
2705,Turtle,Female,Og Promo Zamira,3,Welding Goggles / Blonde Bob / C3FF00
2709,Turtle,Male,2003 Michaelangelo,3,Messy Hair / Shadow Beard / Ushanka
2713,Turtle,Female,2003 Amoly,3,Blonde Short / Purple Lipstick / Eye Mask
2716,Turtle,Female,Rise Of The Tmnt Lymera,5,Clown Eyes Green / Straight Hair Blonde / Hot Lipstick / Battle Goddess / Moggles
2717,Turtle,Female,2012 Amoly,3,Pilot Helmet / Purple Lipstick / Mummy
2718,Turtle,Male,Rise Of The Tmnt Leonardo,4,Badge Collector / Frown / Front Beard Dark / Shades
2720,Turtle,Male,1987 Michaelangelo,5,Messy Hair / Eye Mask / Earring / Samurai / Mummy
2722,Turtle,Male,2021 Leonardo,4,Muttonchops / Wild Hair / Smile / Power Surge Telekinetic
2723,Turtle,Female,Mirage Talena,4,Big Shades / Wild White Hair / Earring / Nebula
2729,Turtle,Male,1987 Ethscript,3,Vape / Cowboy Hat / C3FF00
2733,Turtle,Male,1987 Raphael,5,Chinstrap / Shaved Head / Diving Mask / Fries in the Bag Hat Orange / Sai
2734,Turtle,Female,Batman Talena,4,Clown Eyes Blue / Straight Hair Dark / Pizza / Knitted Cap
2735,Turtle,Female,Idw Solina,3,Vape / Crazy Hair / Hot Lipstick
2739,Turtle,Male,Batman Albrecht,5,Cap / Earring / Goat / Mole / Moggles
2740,Turtle,Female,2012 Selene,5,Gold Chain / Straight Hair Blonde / Purple Lipstick / Cyron / Tear Waterfall
2741,Turtle,Female,2003 Talena,3,Orange Side / Nerd Glasses / Knitted Cap
2746,Turtle,Male,2003 Giorgione,4,Nerd Glasses / Mohawk Dark / Smile / Full Smile
2749,Turtle,Male,1987 Albrecht,3,Big Shades / Headband / Rick
2751,Turtle,Female,2012 Lymera,4,Purple Eye Shadow / Earring / Blonde Bob / Bubblegum
2752,Turtle,Male,Mirage Leonardo,2,Wild Hair / Small Shades
2753,Turtle,Male,2021 Tiziano,5,Eye Mask / Police Cap / Gold Chain / Earring / Snowman
2760,Turtle,Female,Batman Azuria,3,Blue Eye Shadow / Pigtails / Open Mouth Full Teeth
2761,Turtle,Female,Rise Of The Tmnt Lymera,5,Gold Chain / Straight Hair Dark / Nerd Glasses / Petalburn / Blood Elf
2762,Turtle,Male,OG Promo Michaelangelo,5,Cyborg / Silver Chain / Do-rag / Smile / Viking
2765,Turtle,Male,OG Promo Donatello,4,Cap Forward / Muttonchops / Clown Hair Green / Stringy Hair
2766,Turtle,Male,2003 Leonardo,5,Cyborg / VR / Police Cap / Clown Nose / Purple Hair
2767,Turtle,Male,IDW Michaelangelo,6,Rosy Cheeks / Do-rag / Regular Shades / Smile / Builder / Power Surge Solarwake
2769,Turtle,Male,Mirage Michaelangelo,4,Peak Spike / Shadow Beard / Nerd Glasses / Pizza
2771,Turtle,Male,IDW Donatello,4,Shadow Beard / Mohawk Dark / Eye Mask / Power Surge Dreamcoil
2772,Turtle,Female,2003 Amoly,5,Black Lipstick / Bandana / Clown Eyes Green / Earring / Bubblegum
2773,Turtle,Male,2003 Donatello,3,Medical Mask / Mohawk / Eye Mask
2774,Turtle,Male,2021 Leonardo,5,Stringy Hair / Earring / Nerd Glasses / Hoodie / Verda
2777,Turtle,Male,Mirage Donatello,4,Normal Beard / Shaved Head / Small Shades / Turtleman
2778,Turtle,Male,Batman Donatello,5,Front Beard / Messy Hair / Big Shades / Smile / Samurai
2779,Turtle,Male,2003 Michaelangelo,6,Frumpy Hair / Handlebars / Earring / Eye Mask / Viking / Mummy
2782,Turtle,Female,Mirage Lymera,4,Classic Shades / Stringy Hair / Purple Lipstick / Mummy
2783,Turtle,Male,Rise of the TMNT Michaelangelo,2,Bandana / Shadow Beard
2784,Turtle,Male,2003 Donatello,3,Clown Eyes Blue / Normal Beard Black / Crazy Hair
2785,Turtle,Male,2021 Michaelangelo,4,Normal Beard / Knitted Cap / Eye Patch / Blue
2787,Turtle,Female,Og Promo Venus,4,Purple Eye Shadow / Earring / Mohawk Dark / Vomit Rainbow
2788,Turtle,Male,1987 Michaelangelo,6,Front Beard / Classic Shades / Do-rag / Mole / Royal Crown / Power Surge Volt
2790,Turtle,Male,Mirage Michaelangelo,3,Wild Hair / Normal Beard / Bubblegum
2791,Turtle,Male,1987 Guido,4,Handlebars / Mohawk Thin / Smile / Smile Tounge Out
2793,Turtle,Female,Batman Selene,3,Clown Nose / Blonde Short / Nerd Glasses
2795,Turtle,Female,Idw Jennika,3,Green Eye Shadow / Wild Blonde / Rosy Cheeks
2797,Turtle,Male,Og Promo Ethscript,3,Mohawk Thin / Horned Rim Glasses / Goat
2798,Turtle,Male,1987 Guido,4,Cap Forward / Earring / Eye Patch / Fire Breathing Purple
2804,Turtle,Male,2012 Tiziano,3,Spots / Nerd Glasses / Shaved Head
2805,Turtle,Male,2021 Ethscript,3,Police Cap / Chinstrap / Diving Mask
2807,Turtle,Female,Og Promo Jennika,5,Cap / Hot Lipstick / VR / Earring / Beam
2809,Turtle,Male,Mirage Michaelangelo,2,Normal Beard / Mohawk Dark
2812,Turtle,Female,Mirage Jennika,3,Cap / Vape / Purple Lipstick
2814,Turtle,Female,Mirage Jennika,5,Vape / Hot Lipstick / Half Shaved / Earring / Wtiara
2818,Turtle,Male,2012 Albrecht,5,Stringy Hair / Normal Beard Black / Earring / Eye Mask / Builder
2821,Turtle,Female,Idw Venus,4,Stringy Hair / Earring / Eye Mask / Eyes Forward
2822,Turtle,Female,Og Promo Solina,2,Purple Eye Shadow / Stringy Hair
2823,Turtle,Male,2012 Giorgione,4,Hoodie / VR / Beam / Blue Saber
2824,Turtle,Male,2012 Donatello,3,Mustache / Knitted Cap / Plant Bulb Hoodie
2825,Turtle,Male,Batman Donatello,3,Bandana / Handlebars / Small Shades
2829,Turtle,Female,Rise of the TMNT Larota,4,Blue Eye Shadow / Earring / Blonde Bob / Knitted Cap
2831,Turtle,Female,2021 Azuria,4,Big Shades / Wild White Hair / Black Lipstick / Petalburn
2834,Turtle,Male,2012 Albrecht,3,Front Beard / Fedora / Spirit
2838,Turtle,Male,Batman Hans,2,Cigarette / Cap
2840,Turtle,Male,Batman Michaelangelo,4,Cap Forward / Horned Rim Glasses / Smile / Cyrith
2845,Turtle,Male,2021 Filippo,4,Earring / Clown Hair Green / Eye Patch / Pirate
2851,Turtle,Male,2021 Raphael,5,Police Cap / Earring / Eye Mask / Purple Hair / Stringy Hair
2853,Turtle,Male,2012 Michaelangelo,3,Wild Hair / Normal Beard / Mummy
2854,Turtle,Male,2012 Tiziano,4,Handlebars / Police Cap / Earring / Moggles
2856,Turtle,Male,OG Promo Michaelangelo,3,Eye Mask / Peak Spike / Pipe
2863,Turtle,Male,2021 Hans,3,Police Cap / Silver Chain / Virtual Reality
2867,Turtle,Female,Batman Solina,3,Blue Eye Shadow / Pink With Hat / Pirate
2868,Turtle,Male,2012 Michaelangelo,4,Peak Spike / Front Beard Dark / Bionocles / Nunchaku
2869,Turtle,Male,Rise Of The Tmnt Ethscript,3,3D Glasses / Mohawk Dark / Open Mouth Four Teeth
2870,Turtle,Male,2021 Leonardo,3,Chinstrap / Knitted Cap / Virtual Reality
2874,Turtle,Male,1987 Donatello,5,Clown Nose / Crazy Hair / Eye Patch / Gold Grills / Undead
2875,Turtle,Male,2012 Michaelangelo,4,Handlebars / Shaved Head / Smile / Bronze Armor
2884,Turtle,Female,Idw Solina,2,Vape / Pilot Helmet
2885,Turtle,Male,2012 Giorgione,6,Shadow Beard / Earring / Headband / Small Shades / Mole / Pizza
2895,Turtle,Male,1987 Giorgione,2,3D Glasses / Cowboy Hat
2899,Turtle,Male,2003 Ethscript,3,Front Beard Dark / Purple Hair / Purple Hair
2900,Turtle,Female,Mirage Azuria,3,Pilot Helmet / Earring / Diamond Grills
2901,Turtle,Male,1987 Albrecht,4,Cigarette / Normal Beard Black / Cap / Regular Shades
2902,Turtle,Male,Mirage Raphael,3,Shadow Beard / Do-rag / Pirate
2904,Turtle,Female,Batman Lymera,4,Bandana / Choker / Hot Lipstick / Clown Eyes Blue
2912,Turtle,Male,1987 Tiziano,4,Shadow Beard / Shaved Head / Eye Mask / Fries in the Bag Hat Black
2915,Turtle,Female,2021 Lymera,5,Bandana / Clown Eyes Green / Purple Lipstick / Earring / Diamond Grills
2918,Turtle,Female,2021 Solina,3,Tassle Hat / Vape / Blue Eye Shadow
2920,Turtle,Female,Og Promo Jennika,2,Straight Hair Dark / Nerd Glasses
2922,Turtle,Male,Batman Guido,4,Cap / Earring / 3D Glasses / Pizza
2926,Turtle,Male,2003 Leonardo,5,Messy Hair / Mustache / Nerd Glasses / Royal Crown / Twin Katana
2929,Turtle,Male,2012 Filippo,2,Frumpy Hair / Eye Patch
2931,Turtle,Male,2003 Guido,3,Stringy Hair / Shadow Beard / Bronze Armor
2932,Turtle,Male,2021 Raphael,3,Front Beard / Eye Mask / Captain America
2933,Turtle,Male,Batman Giorgione,3,Cigarette / Bandana / Earring
2935,Turtle,Male,1987 Donatello,6,Cap Forward / Classic Shades / Earring / Big Beard / Smile / Bubblegum
2936,Turtle,Male,IDW Donatello,5,Horned Rim Glasses / Goat / Crazy Hair / Cyrith / Power Surge Dreamcoil
2940,Turtle,Female,Batman Larota,6,Spots / Hot Lipstick / Earring / Blonde Bob / Clown Eyes Blue / Knitted Cap
2942,Turtle,Male,Mirage Donatello,3,Frumpy Hair / Spots / Viking
2943,Turtle,Female,Og Promo Jennika,1,Marvel Scarlet Witch
2954,Turtle,Female,Rise Of The Tmnt Solina,3,Wild Blonde / VR / Beam
2955,Turtle,Male,Batman Ethscript,5,Front Beard / Frumpy Hair / Clown Nose / Crazy Eyes / Sailor Hat
2959,Turtle,Male,2003 Raphael,4,Muttonchops / Shaved Head / Clown Eyes Green / Spiderturtle
2961,Turtle,Male,1987 Leonardo,4,Frown / Wild Hair / Big Beard / Mole
2962,Turtle,Male,2012 Guido,5,Cigarette / Normal Beard Black / Crazy Hair / Clown Eyes Green / Vanta
2964,Turtle,Male,Mirage Leonardo,2,Beanie / Mummy
2965,Turtle,Male,2012 Giorgione,4,Horned Rim Glasses / Normal Beard / Shaved Head / Mythic Strike
2966,Turtle,Female,2012 Selene,3,Pipe / Blue Eye Shadow / Knitted Cap
2968,Turtle,Female,2012 Jennika,4,Vape / Mohawk Dark / Eye Mask / Eyes Forward
2969,Turtle,Female,Batman Amoly,4,Hot Lipstick / Frumpy Hair / Classic Shades / Nebula
2970,Turtle,Male,Rise of the TMNT Donatello,7,Stringy Hair / Shadow Beard / Earring / Smile / Hoodie / Laser / Moggles
2972,Turtle,Female,2003 Amoly,2,Messy Hair / Clown Eyes Green
2973,Turtle,Female,2021 Solina,4,Frumpy Hair / VR / Purple Lipstick / Beam
2974,Turtle,Female,Batman Selene,3,Black Lipstick / Clown Eyes Green / Crazy Hair
2975,Turtle,Male,Batman Leonardo,4,Cap Forward / Muttonchops / Purple Hair / Stringy Hair
2978,Turtle,Female,2012 Amoly,3,Black Lipstick / Pink With Hat / Regular Shades
2981,Turtle,Female,Rise of the TMNT Amoly,2,Welding Goggles / Mohawk Thin
2983,Turtle,Male,Batman Raphael,4,Earring / Shaved Head / Regular Shades / Fire Breathing Blue
2985,Turtle,Male,IDW Donatello,3,Buck Teeth / Fedora / Power Surge Dreamcoil
2989,Turtle,Male,Batman Donatello,5,C3FF00 / Horned Rim Glasses / Shaved Head / Cyrith / Turtleman
2992,Turtle,Male,OG Promo Leonardo,4,Police Cap / Chinstrap / Small Shades / Mullet Blonde
2993,Turtle,Male,1987 Leonardo,5,Horned Rim Glasses / Do-rag / Front Beard Dark / Elipsa / Smile
2995,Turtle,Male,2012 Donatello,3,Eye Patch / Orange / Pharaoh
2996,Turtle,Male,2003 Leonardo,6,Handlebars / Do-rag / Eye Mask / Pizza / Gold / Eyes Forward
2997,Turtle,Female,IDW Talena,3,Clown Eyes Green / Clown Hair Green / Verda
2998,Turtle,Male,1987 Donatello,4,Shadow Beard / Fedora / Earring / Screen Test
2999,Turtle,Male,IDW Michaelangelo,8,Stringy Hair / Front Beard Dark / Eye Patch / Hoodie / Verda / Orange / Power Surge Solarwake / Purple Hair
3001,Turtle,Male,2021 Donatello,3,Vampire Hair / Nerd Glasses / Smile
3002,Turtle,Female,Mirage Talena,2,Mohawk / Purple Eye Shadow
3004,Turtle,Female,Og Promo Solina,4,Mohawk / Purple Lipstick / Earring / Nerd Glasses
3005,Turtle,Female,Rise Of The Tmnt Lymera,3,Messy Hair / Welding Goggles / Bubblegum
3006,Turtle,Male,2021 Raphael,3,Front Beard / Crazy Hair / Dagger
3011,Turtle,Male,Rise Of The Tmnt Donatello,7,Vampire Hair / Frown / Earring / Normal Beard / Pipe / Small Shades / Loyal Blade
3013,Turtle,Male,Rise of the TMNT Michaelangelo,6,Stringy Hair / Gold Chain / Chinstrap / Eye Mask / Hoodie / Solflare
3017,Turtle,Male,Batman Donatello,5,Eye Mask / Frown / Knitted Cap / Big Beard / Mullet Blonde
3018,Turtle,Male,1987 Albrecht,3,Cigarette / Card Master / Normal Beard
3019,Turtle,Male,Batman Leonardo,4,Chinstrap / Eye Patch / Mohawk Dark / Blue
3021,Turtle,Male,OG Promo Michaelangelo,6,Messy Hair / Handlebars / VR / Samurai / Mummy / Beam
3022,Turtle,Male,2003 Leonardo,4,Hoodie / Clown Eyes Green / Smile / Wizard
3024,Turtle,Male,Rise of the TMNT Raphael,6,Frumpy Hair / VR / Smile / Viking / Mummy / Beam
3025,Turtle,Female,2021 Talena,3,Knitted Cap / Hot Lipstick / Clown Eyes Blue
3026,Turtle,Female,2012 Selene,3,Horned Rim Glasses / Blonde Short / Scottish Fold Kigurumi Hoodie
3027,Turtle,Male,2012 Leonardo,3,Bandana / Front Beard Dark / 3D Glasses
3028,Turtle,Male,2003 Raphael,4,Bandana / Shadow Beard / Eye Patch / Fire Breathing Blue
3033,Turtle,Male,2003 Hans,4,Cigarette / Shadow Beard / Do-rag / Fries in the Bag Hat Black
3034,Turtle,Female,2012 Talena,3,Bandana / Green Eye Shadow / Hot Lipstick
3041,Turtle,Male,2012 Filippo,2,Purple Hair / Mustache
3044,Turtle,Female,Mirage Amoly,2,Classic Shades / Straight Hair Dark
3045,Turtle,Male,Rise of the TMNT Leonardo,5,Peak Spike / Shadow Beard / Horned Rim Glasses / Smile / Synthleaf
3048,Turtle,Male,2021 Tiziano,3,Messy Hair / Clown Eyes Green / Clown Face Red
3055,Turtle,Male,1987 Raphael,3,Peak Spike / Front Beard Dark / Nerd Glasses
3056,Turtle,Male,Og Promo Michaelangelo,4,Cap Forward / Earring / Small Shades / Warrior Beard
3057,Turtle,Female,Mirage Selene,3,Pink With Hat / Clown Eyes Green / Hot Lipstick
3058,Turtle,Female,Og Promo Azuria,3,Purple Eye Shadow / Crazy Hair / Pizza
3060,Turtle,Female,Rise of the TMNT Larota,1,Pigtails
3061,Turtle,Male,Rise of the TMNT Michaelangelo,3,Hoodie / Big Shades / Wizard
3064,Turtle,Male,Rise Of The Tmnt Michaelangelo,5,Earring / Horned Rim Glasses / Cowboy Hat / Flash / Rainbow Grills
3066,Turtle,Female,2012 Lymera,4,Black Lipstick / Clown Eyes Green / Headband / Earring
3068,Turtle,Male,2021 Michaelangelo,3,Shadow Beard / Wild Hair / Small Shades
3069,Turtle,Male,2012 Hans,2,Knitted Cap / Eye Patch
3071,Turtle,Female,2012 Venus,3,Clown Hair Green / Hot Lipstick / Eye Mask
3072,Turtle,Male,2012 Giorgione,4,Big Shades / Earring / Shaved Head / Warrior Beard
3074,Turtle,Male,2003 Donatello,6,Buck Teeth / Purple Hair / Vape / Earring / Smile / Builder
3076,Turtle,Female,2021 Larota,2,Clown Eyes Green / Mohawk Dark
3077,Turtle,Male,2003 Raphael,3,Classic Shades / Cowboy Hat / Warrior Beard
3078,Turtle,Female,2012 Azuria,4,Purple Eye Shadow / Wild Blonde / Purple Lipstick / Fire Breathing Green
3079,Turtle,Female,2012 Venus,3,Tassle Hat / Eye Mask / Rose
3080,Turtle,Male,2003 Tiziano,5,Front Beard / Cap Forward / Earring / Eye Mask / Rainbow Grills
3089,Turtle,Female,IDW Larota,4,Cap / Earring / Pizza / Power Surge Fire
3090,Turtle,Male,Rise Of The Tmnt Tiziano,4,Luxurious Beard / Frown / Classic Shades / Mohawk
3091,Turtle,Male,Mirage Raphael,3,Peak Spike / Muttonchops / Classic Shades
3092,Turtle,Female,IDW Venus,5,Green Eye Shadow / Headband / Virelux / Rose / Power Surge Cyrospike
3096,Turtle,Female,Og Promo Amoly,4,Vape / Pink With Hat / Earring / Clown Eyes Blue
3099,Turtle,Male,1987 Donatello,6,Bandana / Spots / Chinstrap / Earring / Bo Staff / Pit Vipers
3101,Turtle,Male,2012 Leonardo,4,Hoodie / Shadow Beard / Nerd Glasses / Wizard
3102,Turtle,Female,Idw Selene,3,Pink With Hat / Clown Eyes Green / Monster Hat
3103,Turtle,Male,2003 Michaelangelo,3,Shadow Beard / Clown Hair Green / Nouns
3107,Turtle,Male,Rise of the TMNT Donatello,7,Beanie / Earring / Big Beard / Stringy Hair / Clown Hair Green / Mummy / Gold Chain
3108,Turtle,Male,2021 Filippo,2,VR / Mohawk Dark
3110,Turtle,Female,Mirage Venus,4,Bandana / Earring / Clown Eyes Blue / Rainbow Grills
3111,Turtle,Female,Mirage Larota,2,Knitted Cap / Eye Mask
3116,Turtle,Female,Batman Venus,4,Hot Lipstick / Blonde Bob / Clown Eyes Blue / Knitted Cap
3121,Turtle,Male,OG Promo Leonardo,6,Stringy Hair / Eye Mask / Hoodie / Laser / Lunarc / Pizza
3131,Turtle,Female,Batman Larota,5,C3FF00 / Mole / Dark Hair / Earring / Knitted Cap
3132,Turtle,Male,Mirage Albrecht,1,Tokyo Ghoul Kaneki
3134,Turtle,Male,1987 Giorgione,4,Gold Chain / Crazy Hair / Regular Shades / Sun Hat
3135,Turtle,Female,Rise of the TMNT Venus,4,Black Lipstick / Pink With Hat / Clown Eyes Blue / Mummy
3138,Turtle,Male,2021 Giorgione,3,Cap / Eye Patch / Fire Breathing Blue
3140,Turtle,Female,Batman Larota,3,Black Lipstick / Mohawk Thin / Nouns
3141,Turtle,Male,Batman Giorgione,3,Normal Beard Black / Mohawk Thin / Nerd Glasses
3144,Turtle,Male,2012 Giorgione,3,Normal Beard Black / Cowboy Hat / Nouns
3145,Turtle,Male,2012 Raphael,5,Do-rag / Eye Patch / Mole / Orange / Sailor Hat
3151,Turtle,Female,Mirage Azuria,1,Straight Hair Dark
3153,Turtle,Female,2021 Azuria,2,Straight Hair Blonde / Classic Shades
3161,Turtle,Male,2021 Michaelangelo,4,Eye Mask / Mohawk / Pizza / Snorkel
3164,Turtle,Male,OG Promo Donatello,5,Normal Beard Black / Earring / Crazy Hair / Inout / Dual Flip
3165,Turtle,Female,Rise Of The Tmnt Azuria,3,Clown Eyes Green / Wild Blonde / Christmas Stocking
3168,Turtle,Male,1987 Donatello,3,Chinstrap / Do-rag / Eye Mask
3169,Turtle,Male,IDW Donatello,4,Messy Hair / Frown / Samurai / Power Surge Dreamcoil
3172,Turtle,Male,Batman Tiziano,4,Stringy Hair / Frown / Blue Turtle Hoodie / Full Frown
3173,Turtle,Male,Batman Donatello,5,Cap Forward / Front Beard Dark / Horned Rim Glasses / Mole / Cyrith
3176,Turtle,Female,Batman Selene,3,Welding Goggles / Straight Hair / Earring
3177,Turtle,Male,2003 Donatello,4,Luxurious Beard / Frown / Clown Hair Green / Police Cap
3178,Turtle,Female,Og Promo Jennika,4,Wild White Hair / Purple Lipstick / 3D Glasses / Laser
3180,Turtle,Male,2003 Hans,4,Shadow Beard / Knitted Cap / 3D Glasses / Vomit Rainbow
3181,Turtle,Male,Idw Albrecht,3,Front Beard / Frumpy Hair / Horned Rim Glasses
3182,Turtle,Male,2012 Guido,4,Cap / Rosy Cheeks / Crazy Eyes / Fire Breathing Green
3186,Turtle,Male,2021 Donatello,3,Horned Rim Glasses / Crazy Hair / Xenith
3189,Turtle,Male,2012 Giorgione,4,Frumpy Hair / Handlebars / Miner / Orc
3191,Turtle,Male,1987 Filippo,4,Clown Nose / Shadow Beard / Mohawk Dark / Tear Waterfall
3196,Turtle,Male,2003 Guido,6,Cigarette / Earring / Horned Rim Glasses / Goat / Knitted Cap / Cyborg
3199,Turtle,Male,2021 Filippo,4,Vape / Knitted Cap / Mole / Screen Test
3201,Turtle,Female,2003 Azuria,5,Blue Eye Shadow / Straight Hair Blonde / Purple Lipstick / Virtual Reality / Gold Grills
3203,Turtle,Male,1987 Leonardo,4,Cigarette / Mustache / Shaved Head / Bronze Armor
3209,Turtle,Male,Rise Of The Tmnt Guido,4,Earring / 3D Glasses / Mohawk Dark / Fire Breathing Blue
3210,Turtle,Female,2021 Jennika,4,Crazy Hair / Purple Lipstick / Nerd Glasses / Pirate
3212,Turtle,Female,Og Promo Solina,5,Purple Lipstick / Pipe / Straight Hair Blonde / Eye Mask / Eyes Forward
3214,Turtle,Female,2003 Venus,4,Earring / Mohawk Dark / Cigarette / Nerd Glasses
3215,Turtle,Male,2012 Filippo,2,Eye Patch / Mohawk Dark
3216,Turtle,Male,Rise Of The Tmnt Filippo,4,Hoodie / Pipe / Blue Saber / Green
3217,Turtle,Male,2021 Raphael,6,Stringy Hair / Big Shades / Chinstrap / Earring / Hoodie / Verda
3220,Turtle,Female,2021 Lymera,4,Big Shades / Crazy Hair / Hot Lipstick / Pirate
3223,Turtle,Male,2003 Giorgione,4,Cigarette / Eye Mask / Wild Hair / Eyes Forward
3224,Turtle,Male,Og Promo Giorgione,1,Cartoon Network Johnny Bravo
3228,Turtle,Male,Batman Leonardo,5,Chinstrap / Do-rag / Eye Patch / Orange / Builder
3231,Turtle,Female,Rise Of The Tmnt Selene,3,Purple Eye Shadow / Straight Hair / Phase
3232,Turtle,Male,IDW Michaelangelo,3,3D Glasses / Mohawk Dark / Power Surge Solarwake
3233,Turtle,Male,Mirage Michaelangelo,4,Hoodie / Big Shades / Shadow Beard / Wizard
3234,Turtle,Male,1987 Raphael,3,Messy Hair / Handlebars / Samurai
3235,Turtle,Male,2021 Tiziano,3,Stringy Hair / Normal Beard / Immortal Kid Hoodie
3239,Turtle,Male,Batman Michaelangelo,4,Horned Rim Glasses / Shaved Head / Synthleaf / Turtleman
3240,Turtle,Female,Rise of the TMNT Amoly,3,Blue Eye Shadow / Wild White Hair / Earring
3241,Turtle,Female,2003 Selene,3,Mohawk / Purple Lipstick / Eye Mask
3247,Turtle,Female,2003 Lymera,4,Messy Hair / Hot Lipstick / Earring / Virtual Reality
3248,Turtle,Male,2012 Raphael,2,Peak Spike / Pipe
